model,adj_r2,significant_vars,formula
weather_to_Distance(mi)_weather_bad_weather_good_Humidity(%),0.03565572871549472,6,"Q(""Distance(mi)"") ~ (weather_bad + weather_good + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_bad_weather_good_Pressure(in),0.04845847522415747,5,"Q(""Distance(mi)"") ~ (weather_bad + weather_good + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_bad_weather_good_WindSpeed(mph),0.03527195888410284,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_good + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_bad_weather_good_Precipitation(in),0.025647867111728506,6,"Q(""Distance(mi)"") ~ (weather_bad + weather_good + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_bad_weather_good_weather_neutral,0.032308844405969595,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_good + weather_neutral)**2"
weather_to_Distance(mi)_weather_bad_weather_good_weather_unknown,0.032308844405969595,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_good + weather_unknown)**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_Temperature(F),0.062072344405250446,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_WindChill(F),0.05962677950654616,6,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_Humidity(%),0.03533279247423882,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_Pressure(in),0.04827115579280328,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_WindSpeed(mph),0.0350439247607508,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_Precipitation(in),0.025475030113985442,6,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_weather_good,0.03230884440596915,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + weather_good)**2"
weather_to_Distance(mi)_weather_bad_weather_neutral_weather_unknown,0.03230884440596926,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_neutral + weather_unknown)**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_Temperature(F),0.05806212358625851,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_WindChill(F),0.05490146713562494,6,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_Humidity(%),0.0329780952619968,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_Pressure(in),0.04646672626191739,7,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_WindSpeed(mph),0.03315237513967406,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_Precipitation(in),0.024446378142757186,5,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_weather_good,0.03230884440596915,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + weather_good)**2"
weather_to_Distance(mi)_weather_bad_weather_unknown_weather_neutral,0.032308844405969595,4,"Q(""Distance(mi)"") ~ (weather_bad + weather_unknown + weather_neutral)**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_WindChill(F),0.04268044974595708,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_Humidity(%),0.06295017242703205,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_Pressure(in),0.049149924528432476,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_WindSpeed(mph),0.03864576301559097,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_Precipitation(in),0.0348300272243971,3,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_weather_good,0.062096586102472706,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_weather_bad,0.062072344405250446,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_Temperature(F)_weather_unknown,0.034865500206681554,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Temperature(F)"") + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_Temperature(F),0.04268044974595708,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_Humidity(%),0.06395503058972674,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_Pressure(in),0.03997423907355979,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_WindSpeed(mph),0.03098330060508614,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_Precipitation(in),0.03699170685741893,4,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_weather_good,0.06040131885698963,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_weather_bad,0.059626779506546046,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_WindChill(F)_weather_unknown,0.02867595434968928,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindChill(F)"") + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_Temperature(F),0.06295017242703205,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_WindChill(F),0.06395503058972662,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_Pressure(in),0.03405135981687202,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_WindSpeed(mph),0.017319683680841358,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_Precipitation(in),0.012795733838602996,2,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_weather_good,0.0351328212802996,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_weather_bad,0.03533279247423893,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_Humidity(%)_weather_unknown,0.010031236560367418,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Humidity(%)"") + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_Temperature(F),0.049149924528432254,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_WindChill(F),0.03997423907355968,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_Humidity(%),0.034051359816871685,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_WindSpeed(mph),0.022150843549945565,4,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_Precipitation(in),0.01533293111961831,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_weather_good,0.04694584488774667,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_weather_bad,0.04827115579280328,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_Pressure(in)_weather_unknown,0.020623676938297697,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Pressure(in)"") + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_Temperature(F),0.038645763015591195,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_WindChill(F),0.03098330060508625,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_Humidity(%),0.017319683680841358,5,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_Pressure(in),0.022150843549945565,4,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_Precipitation(in),0.0037675456480622538,4,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_weather_good,0.03460796142445932,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_weather_bad,0.0350439247607508,7,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_WindSpeed(mph)_weather_unknown,0.002136222366933338,3,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_Temperature(F),0.03483002722439699,3,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_WindChill(F),0.03699170685741893,4,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_Humidity(%),0.012795733838602996,2,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_Pressure(in),0.01533293111961831,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_WindSpeed(mph),0.003767545648062365,4,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_weather_good,0.024803948182472557,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_weather_bad,0.025475030113985553,6,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_Precipitation(in)_weather_unknown,0.00010573544011593938,3,"Q(""Distance(mi)"") ~ (weather_neutral + Q(""Precipitation(in)"") + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_weather_good_Temperature(F),0.062096586102472706,7,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_good_WindChill(F),0.06040131885698963,7,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_good_Humidity(%),0.0351328212802996,6,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_good_Pressure(in),0.04694584488774667,5,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_good_WindSpeed(mph),0.03460796142445932,7,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_good_Precipitation(in),0.024803948182472557,6,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_good_weather_bad,0.032308844405969595,4,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + weather_bad)**2"
weather_to_Distance(mi)_weather_neutral_weather_good_weather_unknown,0.03230884440596993,4,"Q(""Distance(mi)"") ~ (weather_neutral + weather_good + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_Temperature(F),0.062072344405250446,6,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_WindChill(F),0.059626779506546046,6,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_Humidity(%),0.03533279247423893,7,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_Pressure(in),0.04827115579280328,7,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_WindSpeed(mph),0.0350439247607508,7,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_Precipitation(in),0.025475030113985553,6,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_weather_good,0.03230884440596915,4,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_weather_bad_weather_unknown,0.032308844405969483,4,"Q(""Distance(mi)"") ~ (weather_neutral + weather_bad + weather_unknown)**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_Temperature(F),0.034865500206681554,5,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_WindChill(F),0.02867595434968928,6,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_Humidity(%),0.010031236560367418,5,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_Pressure(in),0.020623676938297697,5,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_WindSpeed(mph),0.002136222366933338,3,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_Precipitation(in),0.00010573544011593938,3,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_weather_good,0.032308844405969595,4,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + weather_good)**2"
weather_to_Distance(mi)_weather_neutral_weather_unknown_weather_bad,0.032308844405969483,4,"Q(""Distance(mi)"") ~ (weather_neutral + weather_unknown + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_WindChill(F),0.04256556512057952,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_Humidity(%),0.062351028303221256,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_Pressure(in),0.04881007063693965,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_WindSpeed(mph),0.03776407032931217,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_Precipitation(in),0.03397035683176963,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_weather_good,0.05631677915776967,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + weather_good)**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_weather_bad,0.05806212358625851,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_Temperature(F)_weather_neutral,0.034865500206681554,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Temperature(F)"") + weather_neutral)**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_Temperature(F),0.04256556512057963,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_Humidity(%),0.06315699429496813,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_Pressure(in),0.03966122813337958,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_WindSpeed(mph),0.030143229281213157,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_Precipitation(in),0.036501324946221714,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_weather_good,0.053475781405217804,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + weather_good)**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_weather_bad,0.054901467135624604,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_WindChill(F)_weather_neutral,0.02867595434968928,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindChill(F)"") + weather_neutral)**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_Temperature(F),0.062351028303221256,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_WindChill(F),0.06315699429496802,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_Pressure(in),0.033919236547734544,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_WindSpeed(mph),0.016833064979642876,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_Precipitation(in),0.012103856549084302,2,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_weather_good,0.026869521343408143,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + weather_good)**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_weather_bad,0.03297809526199702,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_Humidity(%)_weather_neutral,0.010031236560367418,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Humidity(%)"") + weather_neutral)**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_Temperature(F),0.04881007063693943,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_WindChill(F),0.03966122813337969,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_Humidity(%),0.033919236547734766,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_WindSpeed(mph),0.022175077527936238,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_Precipitation(in),0.015378553313306176,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_weather_good,0.03778122822318564,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + weather_good)**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_weather_bad,0.04646672626191739,7,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_Pressure(in)_weather_neutral,0.020623676938297364,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Pressure(in)"") + weather_neutral)**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_Temperature(F),0.03776407032931206,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_WindChill(F),0.030143229281213157,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_Humidity(%),0.016833064979642876,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_Pressure(in),0.022175077527936238,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_Precipitation(in),0.0037766433680787026,3,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + Q(""Precipitation(in)""))**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_weather_good,0.023316400187685438,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + weather_good)**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_weather_bad,0.03315237513967406,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_WindSpeed(mph)_weather_neutral,0.002136222366933338,3,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""WindSpeed(mph)"") + weather_neutral)**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_Temperature(F),0.03397035683176963,4,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + Q(""Temperature(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_WindChill(F),0.036501324946221714,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + Q(""WindChill(F)""))**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_Humidity(%),0.012103856549084302,2,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + Q(""Humidity(%)""))**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_Pressure(in),0.015378553313306065,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + Q(""Pressure(in)""))**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_WindSpeed(mph),0.0037766433680787026,3,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_weather_good,0.016256587081604157,5,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + weather_good)**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_weather_bad,0.024446378142757186,6,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + weather_bad)**2"
weather_to_Distance(mi)_weather_unknown_Precipitation(in)_weather_neutral,0.00010573544011582836,3,"Q(""Distance(mi)"") ~ (weather_unknown + Q(""Precipitation(in)"") + weather_neutral)**2"
weather_to_Distance(mi)_weather_unknown_weather_good_Temperature(F),0.05631677915776967,7,"Q(""Distance(mi)"") ~ (weather_unknown + weather_good + Q(""Temperature(F)""))**2"
