model,adj_r2,significant_vars,formula
weather_to_Severity_WindSpeed(mph)_Temperature(F)_Pressure(in),0.0013929322533903221,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_Temperature(F)_Precipitation(in),0.0007882165379320405,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Temperature(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_Temperature(F)_weather_good,0.0020280075575622725,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Temperature(F)"") + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_Temperature(F)_weather_bad,0.0016537282582146373,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_Temperature(F)_weather_neutral,0.0007060418813242819,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Temperature(F)"") + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_Temperature(F)_weather_unknown,0.0008591170525477088,6,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Temperature(F)"") + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_Temperature(F),0.006905240546139724,6,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_Humidity(%),0.010293765361757967,7,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_Pressure(in),0.008081032982231284,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_Precipitation(in),0.0008951771110808915,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_weather_good,0.004431064903702486,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_weather_bad,0.0034765550022709535,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_weather_neutral,0.0022261863315334862,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_WindChill(F)_weather_unknown,0.0023987938596187197,6,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""WindChill(F)"") + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_Temperature(F),0.0055447921170626024,7,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_WindChill(F),0.010293765361757745,7,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_Pressure(in),0.0010782541785079314,2,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_Precipitation(in),0.0030930158619959514,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_weather_good,0.001053070670996692,7,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_weather_bad,0.0008295629092718304,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_weather_neutral,0.0009805538261721258,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_Humidity(%)_weather_unknown,0.0009294440570792872,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Humidity(%)"") + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_Temperature(F),0.001392932253390211,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_WindChill(F),0.008081032982231284,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_Humidity(%),0.0010782541785081534,2,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_Precipitation(in),0.008640459411768275,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_weather_good,0.0004786839232876483,3,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_weather_bad,0.00047539285774589324,3,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_weather_neutral,0.0003004970421490727,2,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_Pressure(in)_weather_unknown,0.0004375703516323881,5,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Pressure(in)"") + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_Temperature(F),0.0007882165379320405,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_WindChill(F),0.0008951771110808915,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_Humidity(%),0.0030930158619959514,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_Pressure(in),0.008640459411767942,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_weather_good,0.0035809369703343474,3,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_weather_bad,0.006210225931926661,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_weather_neutral,0.0002857240359213087,2,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_Precipitation(in)_weather_unknown,0.0002825848314854662,4,"Severity ~ (Q(""WindSpeed(mph)"") + Q(""Precipitation(in)"") + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_weather_good_Temperature(F),0.0020280075575622725,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_good_WindChill(F),0.004431064903702486,5,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_good_Humidity(%),0.001053070670996692,7,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_good_Pressure(in),0.0004786839232876483,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_good_Precipitation(in),0.0035809369703343474,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_good_weather_bad,0.00026386010474221955,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_weather_good_weather_neutral,0.00030297691448089026,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_weather_good_weather_unknown,0.0003170942047446834,5,"Severity ~ (Q(""WindSpeed(mph)"") + weather_good + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_Temperature(F),0.0016537282582146373,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_WindChill(F),0.0034765550022709535,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_Humidity(%),0.0008295629092718304,5,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_Pressure(in),0.00047539285774589324,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_Precipitation(in),0.006210225931926661,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_weather_good,0.00026386010474266364,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_weather_neutral,0.0002268437350074759,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + weather_neutral)**2"
weather_to_Severity_WindSpeed(mph)_weather_bad_weather_unknown,0.0003676669461603055,6,"Severity ~ (Q(""WindSpeed(mph)"") + weather_bad + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_Temperature(F),0.0007060418813242819,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_WindChill(F),0.0022261863315334862,5,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_Humidity(%),0.0009805538261721258,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_Pressure(in),0.0003004970421490727,2,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_Precipitation(in),0.0002857240359213087,2,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_weather_good,0.0003029769144802241,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_weather_bad,0.00022684373500725385,3,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_weather_neutral_weather_unknown,0.00012958885355063288,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_neutral + weather_unknown)**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_Temperature(F),0.0008591170525477088,6,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + Q(""Temperature(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_WindChill(F),0.0023987938596187197,6,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + Q(""WindChill(F)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_Humidity(%),0.0009294440570792872,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + Q(""Humidity(%)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_Pressure(in),0.0004375703516323881,5,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + Q(""Pressure(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_Precipitation(in),0.0002825848314854662,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + Q(""Precipitation(in)""))**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_weather_good,0.0003170942047436842,5,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + weather_good)**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_weather_bad,0.0003676669461589732,6,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + weather_bad)**2"
weather_to_Severity_WindSpeed(mph)_weather_unknown_weather_neutral,0.0001295888535502998,4,"Severity ~ (Q(""WindSpeed(mph)"") + weather_unknown + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_WindChill(F),0.004540555479702113,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_Humidity(%),0.015216065498823594,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_Pressure(in),0.009180898803493931,5,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_WindSpeed(mph),0.0007882165379320405,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_weather_good,0.008981166651978345,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + weather_good)**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_weather_bad,0.010102907146864015,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_weather_neutral,0.0005205428699973647,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_Temperature(F)_weather_unknown,0.0005747746753137495,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Temperature(F)"") + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_Temperature(F),0.004540555479702002,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_Humidity(%),0.015067888382133798,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_Pressure(in),0.01133473075046909,6,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_WindSpeed(mph),0.0008951771110808915,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_weather_good,0.008717898499766341,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + weather_good)**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_weather_bad,0.008978581325395751,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + weather_bad)**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_weather_neutral,0.0003655321258890787,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_WindChill(F)_weather_unknown,0.0005476292540702588,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindChill(F)"") + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_Temperature(F),0.015216065498823594,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_WindChill(F),0.015067888382133798,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_Pressure(in),0.012456746487215176,6,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_WindSpeed(mph),0.0030930158619958403,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_weather_good,0.005543717499260525,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + weather_good)**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_weather_bad,0.00637220564158647,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + weather_bad)**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_weather_neutral,0.004061156621063655,5,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_Humidity(%)_weather_unknown,0.0033165699271767712,2,"Severity ~ (Q(""Precipitation(in)"") + Q(""Humidity(%)"") + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_Temperature(F),0.009180898803493931,5,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_WindChill(F),0.011334730750469202,6,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_Humidity(%),0.012456746487215287,6,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_WindSpeed(mph),0.008640459411767942,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_weather_good,0.011346092969732102,6,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + weather_good)**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_weather_bad,0.014976895264736112,7,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + weather_bad)**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_weather_neutral,0.008345044279711278,6,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_Pressure(in)_weather_unknown,0.008168390735947773,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""Pressure(in)"") + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_Temperature(F),0.0007882165379320405,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_WindChill(F),0.0008951771110808915,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_Humidity(%),0.0030930158619959514,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_Pressure(in),0.008640459411768053,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_weather_good,0.003580936970333015,3,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + weather_good)**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_weather_bad,0.00621022593192655,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + weather_bad)**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_weather_neutral,0.00028572403592053153,2,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_WindSpeed(mph)_weather_unknown,0.00028258483148579927,4,"Severity ~ (Q(""Precipitation(in)"") + Q(""WindSpeed(mph)"") + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_weather_good_Temperature(F),0.008981166651978345,4,"Severity ~ (Q(""Precipitation(in)"") + weather_good + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_good_WindChill(F),0.008717898499766341,4,"Severity ~ (Q(""Precipitation(in)"") + weather_good + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_good_Humidity(%),0.005543717499260525,4,"Severity ~ (Q(""Precipitation(in)"") + weather_good + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_weather_good_Pressure(in),0.011346092969732102,6,"Severity ~ (Q(""Precipitation(in)"") + weather_good + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_weather_good_WindSpeed(mph),0.003580936970333015,3,"Severity ~ (Q(""Precipitation(in)"") + weather_good + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_weather_good_weather_bad,0.005811288528281722,3,"Severity ~ (Q(""Precipitation(in)"") + weather_good + weather_bad)**2"
weather_to_Severity_Precipitation(in)_weather_good_weather_neutral,0.005653664822154791,3,"Severity ~ (Q(""Precipitation(in)"") + weather_good + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_weather_good_weather_unknown,0.002931006565715877,2,"Severity ~ (Q(""Precipitation(in)"") + weather_good + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_weather_bad_Temperature(F),0.010102907146864015,4,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_bad_WindChill(F),0.008978581325395751,4,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_bad_Humidity(%),0.00637220564158647,3,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_weather_bad_Pressure(in),0.014976895264736112,7,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_weather_bad_WindSpeed(mph),0.00621022593192655,4,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_weather_bad_weather_good,0.005811288528281722,3,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + weather_good)**2"
weather_to_Severity_Precipitation(in)_weather_bad_weather_neutral,0.005801614493948226,2,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + weather_neutral)**2"
weather_to_Severity_Precipitation(in)_weather_bad_weather_unknown,0.00578125448036948,2,"Severity ~ (Q(""Precipitation(in)"") + weather_bad + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_weather_neutral_Temperature(F),0.0005205428699973647,3,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_neutral_WindChill(F),0.0003655321258890787,3,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_neutral_Humidity(%),0.004061156621063655,5,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_weather_neutral_Pressure(in),0.008345044279711278,6,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_weather_neutral_WindSpeed(mph),0.00028572403592053153,2,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_weather_neutral_weather_good,0.00565366482215901,3,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + weather_good)**2"
weather_to_Severity_Precipitation(in)_weather_neutral_weather_bad,0.005801614493948226,2,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + weather_bad)**2"
weather_to_Severity_Precipitation(in)_weather_neutral_weather_unknown,0.00019797616571992638,3,"Severity ~ (Q(""Precipitation(in)"") + weather_neutral + weather_unknown)**2"
weather_to_Severity_Precipitation(in)_weather_unknown_Temperature(F),0.0005747746753137495,4,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + Q(""Temperature(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_unknown_WindChill(F),0.0005476292540702588,4,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + Q(""WindChill(F)""))**2"
weather_to_Severity_Precipitation(in)_weather_unknown_Humidity(%),0.0033165699271767712,2,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + Q(""Humidity(%)""))**2"
weather_to_Severity_Precipitation(in)_weather_unknown_Pressure(in),0.008168390735947773,4,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + Q(""Pressure(in)""))**2"
weather_to_Severity_Precipitation(in)_weather_unknown_WindSpeed(mph),0.00028258483148579927,4,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_Precipitation(in)_weather_unknown_weather_good,0.0029310065657154327,2,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + weather_good)**2"
weather_to_Severity_Precipitation(in)_weather_unknown_weather_bad,0.00578125448036948,2,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + weather_bad)**2"
weather_to_Severity_Precipitation(in)_weather_unknown_weather_neutral,0.00019797616571981536,3,"Severity ~ (Q(""Precipitation(in)"") + weather_unknown + weather_neutral)**2"
weather_to_Severity_weather_good_Temperature(F)_WindChill(F),0.00662626070369654,5,"Severity ~ (weather_good + Q(""Temperature(F)"") + Q(""WindChill(F)""))**2"
weather_to_Severity_weather_good_Temperature(F)_Humidity(%),0.00591119005650631,6,"Severity ~ (weather_good + Q(""Temperature(F)"") + Q(""Humidity(%)""))**2"
weather_to_Severity_weather_good_Temperature(F)_Pressure(in),0.0014522577883797627,5,"Severity ~ (weather_good + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_Severity_weather_good_Temperature(F)_WindSpeed(mph),0.0020280075575621614,4,"Severity ~ (weather_good + Q(""Temperature(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_Severity_weather_good_Temperature(F)_Precipitation(in),0.008981166651979677,4,"Severity ~ (weather_good + Q(""Temperature(F)"") + Q(""Precipitation(in)""))**2"
weather_to_Severity_weather_good_Temperature(F)_weather_bad,0.0012758653170512613,6,"Severity ~ (weather_good + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_Severity_weather_good_Temperature(F)_weather_neutral,0.001334938475052616,7,"Severity ~ (weather_good + Q(""Temperature(F)"") + weather_neutral)**2"
weather_to_Severity_weather_good_Temperature(F)_weather_unknown,0.0014382967892315746,5,"Severity ~ (weather_good + Q(""Temperature(F)"") + weather_unknown)**2"
